post_id	label	Text	post_tokens	maj_rationales	rationale_words	model_prediction
1179009926590533633_twitter	normal	<user> and homosexuals are tired of being portrayed as overly feminine men who only say yass bitch gurl and twirl around there are so many of us that are not like that	[]	['<user>', 'and', 'homosexuals', 'are', 'tired', 'of', 'being', 'portrayed', 'as', 'overly', 'feminine', 'men', 'who', 'only', 'say', 'yass', 'bitch', 'gurl', 'and', 'twirl', 'around', 'there', 'are', 'so', 'many', 'of', 'us', 'that', 'are', 'not', 'like', 'that']		normal
1179083554921357313_twitter	normal	dese two dykes on fb arguin postin each other pics callin each other ugly sb den commented you all havin a dyke off im ctfu	[]	['dese', 'two', 'dykes', 'on', 'fb', 'arguin', 'postin', 'each', 'other', 'pics', 'callin', 'each', 'other', 'ugly', 'sb', 'den', 'commented', 'you', 'all', 'havin', 'a', 'dyke', 'off', 'im', 'ctfu']		hatespeech
1178787225955442690_twitter	normal	robbers of thy people shall exalt themselves militant jews wanted independence from egypt but their revolt was not successful	[]	['robbers', 'of', 'thy', 'people', 'shall', 'exalt', 'themselves', 'militant', 'jews', 'wanted', 'independence', 'from', 'egypt', 'but', 'their', 'revolt', 'was', 'not', 'successful']		hatespeech
1178925404448595970_twitter	normal	crackheads call themselves crackheads we all know black people who call themselves niggers savages and thugs but is not it different when a white says the same words let us keep it <number>	[]	['crackheads', 'call', 'themselves', 'crackheads', 'we', 'all', 'know', 'black', 'people', 'who', 'call', 'themselves', 'niggers', 'savages', 'and', 'thugs', 'but', 'is', 'not', 'it', 'different', 'when', 'a', 'white', 'says', 'the', 'same', 'words', 'let', 'us', 'keep', 'it', '<number>']		offensive
1178762141408608256_twitter	normal	recent years do display unmistakable analogies to european anti semitism immediately preceding the holocaust	[]	['recent', 'years', 'do', 'display', 'unmistakable', 'analogies', 'to', 'european', 'anti', 'semitism', 'immediately', 'preceding', 'the', 'holocaust']		hatespeech
9713831_gab	hatespeech	dumb shitskin prefers to ignore numbers they can not calculate typical	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['shitskin']		hatespeech
1178880011035664384_twitter	normal	you all taking harassment to another level out here	[]	['you', 'all', 'taking', 'harassment', 'to', 'another', 'level', 'out', 'here']		offensive
24876858_gab	hatespeech	gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	['spic']		hatespeech
1178894579422154752_twitter	normal	<user> <user> they kill all the women and rape all the horses	[]	['<user>', '<user>', 'they', 'kill', 'all', 'the', 'women', 'and', 'rape', 'all', 'the', 'horses']		hatespeech
1084541070480789504_twitter	offensive	drag and drop these groupie bitches in da trash bin	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	['bitches']		hatespeech
21359601_gab	offensive	does not know the difference between latino and spic but thinks it an authority also thinks it smart 🤔	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['spic']		hatespeech
16561139_gab	offensive	cool story bro tell me the one about the based nigger in a trump hat next	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	['nigger']		hatespeech
27683915_gab	hatespeech	fuck feminists and kike media that want to emasculate fathers i piss on them	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		hatespeech
19839354_gab	hatespeech	let us help the nigger sows pack	[0, 0, 0, 0, 1, 0, 0]	['nigger']		hatespeech
17250168_gab	normal	i know we are all worried about whether trump will cave on daca what will go on with the norks and the iranians whether we will stem the tide of moslem migration and postmodernist degeneracy but let us ask the real questions should i make soft pretzels or english muffins	[]	['i', 'know', 'we', 'are', 'all', 'worried', 'about', 'whether', 'trump', 'will', 'cave', 'on', 'daca', 'what', 'will', 'go', 'on', 'with', 'the', 'norks', 'and', 'the', 'iranians', 'whether', 'we', 'will', 'stem', 'the', 'tide', 'of', 'moslem', 'migration', 'and', 'postmodernist', 'degeneracy', 'but', 'let', 'us', 'ask', 'the', 'real', 'questions', 'should', 'i', 'make', 'soft', 'pretzels', 'or', 'english', 'muffins']		normal
1179011030757838849_twitter	normal	<user> <user> it is terrible that approximately <number> to <number> hundred thousand people died in the holocaust from typhus and starvation mostly	[]	['<user>', '<user>', 'it', 'is', 'terrible', 'that', 'approximately', '<number>', 'to', '<number>', 'hundred', 'thousand', 'people', 'died', 'in', 'the', 'holocaust', 'from', 'typhus', 'and', 'starvation', 'mostly']		normal
1799901_gab	hatespeech	confederate heroes day <date> texas state holiday we do not observe martin lucifer coon day	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]	['martin', 'lucifer', 'coon']		offensive
1179097543092920320_twitter	normal	i love the super sleuth mindset i go into when someone i knew from church uses a queer sticker on their instagram story like did they know what it meant or do they just like the colors	[]	['i', 'love', 'the', 'super', 'sleuth', 'mindset', 'i', 'go', 'into', 'when', 'someone', 'i', 'knew', 'from', 'church', 'uses', 'a', 'queer', 'sticker', 'on', 'their', 'instagram', 'story', 'like', 'did', 'they', 'know', 'what', 'it', 'meant', 'or', 'do', 'they', 'just', 'like', 'the', 'colors']		normal
1117300455409741825_twitter	normal	split her like a twix smoking on zkittles high as a bitch	[]	['split', 'her', 'like', 'a', 'twix', 'smoking', 'on', 'zkittles', 'high', 'as', 'a', 'bitch']		offensive
1180839832492359681_twitter	normal	i want to try edible slime and edible hairbrushes and edible iphones and edible shoes and	[]	['i', 'want', 'to', 'try', 'edible', 'slime', 'and', 'edible', 'hairbrushes', 'and', 'edible', 'iphones', 'and', 'edible', 'shoes', 'and']		normal
1179078852901036033_twitter	normal	my roommate and i are debating whether his cat a lesbian	[]	['my', 'roommate', 'and', 'i', 'are', 'debating', 'whether', 'his', 'cat', 'a', 'lesbian']		normal
17753551_gab	hatespeech	the alt right is celebrating because the god emperor called a bunch of nigger countries shitholes and that makes up for having a cabinet staffed by globalist kikes and neocons trump not even knowing his own immigration policies how easily distracted you are by cheap gimmicks	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger', 'kikes', 'neocons']		hatespeech
1179004417309323264_twitter	normal	asexual aromantic and agender are a part of the lgbtq community you morons	[]	['asexual', 'aromantic', 'and', 'agender', 'are', 'a', 'part', 'of', 'the', 'lgbtq', 'community', 'you', 'morons']		normal
1178850274359861252_twitter	normal	imagine if i i mean my friend does start liking this person right after rejecting them what a typical dyke move that would be 😃	[]	['imagine', 'if', 'i', 'i', 'mean', 'my', 'friend', 'does', 'start', 'liking', 'this', 'person', 'right', 'after', 'rejecting', 'them', 'what', 'a', 'typical', 'dyke', 'move', 'that', 'would', 'be', '😃']		hatespeech
1179014958367031298_twitter	offensive	laughed at i have been disrespected by all of my peers and have had to stop being myself and talking about them a couple of times because apparently they were not good ugly ching chong chang excuse me wtf i m done with everyone stupid comments about what i love	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['ching', 'chong', 'chang']		hatespeech
25708251_gab	hatespeech	twatter does not like muzrat either	[0, 0, 0, 0, 1, 0]	['muzrat']		hatespeech
1179091363725361152_twitter	normal	in the antebellum u.s. a white person just sold a black person grandchild	[]	['in', 'the', 'antebellum', 'u.s.', 'a', 'white', 'person', 'just', 'sold', 'a', 'black', 'person', 'grandchild']		hatespeech
1179016859686985728_twitter	normal	<user> here i think about how black women threatened to rescind support to black male victims of gun violence because they felt the support was not being reciprocated could someone argue that this is further evidence of an attempt to break free from being the savior	[]	['<user>', 'here', 'i', 'think', 'about', 'how', 'black', 'women', 'threatened', 'to', 'rescind', 'support', 'to', 'black', 'male', 'victims', 'of', 'gun', 'violence', 'because', 'they', 'felt', 'the', 'support', 'was', 'not', 'being', 'reciprocated', 'could', 'someone', 'argue', 'that', 'this', 'is', 'further', 'evidence', 'of', 'an', 'attempt', 'to', 'break', 'free', 'from', 'being', 'the', 'savior']		normal
1179101617477619712_twitter	normal	<user> funny guy	[]	['<user>', 'funny', 'guy']		normal
25559720_gab	hatespeech	massive muzrat espionage	[0, 1, 0]	['muzrat']		normal
1178750958718914561_twitter	normal	i am glad you found some self respect but i am not gone acknowledge it because you already let musty nigga air yo club out and now you gotta child that half musty 🤦 🏽 ‍ ♂️	[]	['i', 'am', 'glad', 'you', 'found', 'some', 'self', 'respect', 'but', 'i', 'am', 'not', 'gone', 'acknowledge', 'it', 'because', 'you', 'already', 'let', 'musty', 'nigga', 'air', 'yo', 'club', 'out', 'and', 'now', 'you', 'gotta', 'child', 'that', 'half', 'musty', '🤦', '🏽', '\u200d', '♂️']		hatespeech
1178773716769087488_twitter	normal	dyke call me c murda girl if you do not get the fuck	[]	['dyke', 'call', 'me', 'c', 'murda', 'girl', 'if', 'you', 'do', 'not', 'get', 'the', 'fuck']		hatespeech
1179098848876257280_twitter	normal	ahem so can anyone recommend any resources esp fun encouraging things on the internet for v soft queer trans men other trans masc people	[]	['ahem', 'so', 'can', 'anyone', 'recommend', 'any', 'resources', 'esp', 'fun', 'encouraging', 'things', 'on', 'the', 'internet', 'for', 'v', 'soft', 'queer', 'trans', 'men', 'other', 'trans', 'masc', 'people']		normal
3775928_gab	hatespeech	<user> i am a libertarian and i have never heard that before i am also alt right because you can not have a country without borders you can not have a free market with a welfare system you can not have peace and prosperity with dindus muzzies and wetbacks killing and stealing everything	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]	['dindus', 'muzzies', 'wetbacks']		hatespeech
12812475_gab	hatespeech	maybe the muzzies and the trannies will step up if need be	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	['muzzies', 'trannies']		hatespeech
1087834593204539392_twitter	normal	a covington catholic a native american indian and a black hebrew israelite walk into a bar	[]	['a', 'covington', 'catholic', 'a', 'native', 'american', 'indian', 'and', 'a', 'black', 'hebrew', 'israelite', 'walk', 'into', 'a', 'bar']		normal
1179102227887247360_twitter	normal	somehow i wish i was the man with the white today 😅 god bless the trap niggas happy october	[]	['somehow', 'i', 'wish', 'i', 'was', 'the', 'man', 'with', 'the', 'white', 'today', '😅', 'god', 'bless', 'the', 'trap', 'niggas', 'happy', 'october']		normal
12023581_gab	hatespeech	a female kike is not a woman or a dame no one should ever reproduce with a jewess to avoid making more jews how is that jewess brave	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		hatespeech
1178285716796841986_twitter	normal	but it more than that it really about people not accepting gays trans lesbians because if their religious beliefs for that reason it gives conservatives the cover of attacking free speech they are lying their ass off they do not want to not say faggot anymore	[]	['but', 'it', 'more', 'than', 'that', 'it', 'really', 'about', 'people', 'not', 'accepting', 'gays', 'trans', 'lesbians', 'because', 'if', 'their', 'religious', 'beliefs', 'for', 'that', 'reason', 'it', 'gives', 'conservatives', 'the', 'cover', 'of', 'attacking', 'free', 'speech', 'they', 'are', 'lying', 'their', 'ass', 'off', 'they', 'do', 'not', 'want', 'to', 'not', 'say', 'faggot', 'anymore']		hatespeech
1179079483887951875_twitter	normal	<user> does that include illegal aliens	[]	['<user>', 'does', 'that', 'include', 'illegal', 'aliens']		normal
20149987_gab	hatespeech	why the second greatest film ever produced after nigger kitty	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	['nigger']		hatespeech
25002103_gab	hatespeech	superman was written by a kike about his fantasy of smashing fascists kek just fyi	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		hatespeech
25502005_gab	hatespeech	morning fag kike <user>	[0, 1, 1, 0]	['fag', 'kike']		hatespeech
1178713865925910529_twitter	normal	dyke has historically been used against both lesbians and bisexual women people hurling slurs do not check what identifier an wlw uses and for a long time bisexuality and lesbianism were not differentiated within the lgbtq community therefore dyke is for all queer women	[]	['dyke', 'has', 'historically', 'been', 'used', 'against', 'both', 'lesbians', 'and', 'bisexual', 'women', 'people', 'hurling', 'slurs', 'do', 'not', 'check', 'what', 'identifier', 'an', 'wlw', 'uses', 'and', 'for', 'a', 'long', 'time', 'bisexuality', 'and', 'lesbianism', 'were', 'not', 'differentiated', 'within', 'the', 'lgbtq', 'community', 'therefore', 'dyke', 'is', 'for', 'all', 'queer', 'women']		hatespeech
10651361_gab	hatespeech	pretty sure he fought the confederacy pretty sure your party uses lincolns name to endear coon black folks like <user> and <user> to your party while at the same time celebrating the people who fought him and killed him lol	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['coon', 'black', 'folks']		hatespeech
1178859098734907392_twitter	normal	recovering from an intense anxiety attack after being harassed by a group of white trash people <happy> kind words pls	[]	['recovering', 'from', 'an', 'intense', 'anxiety', 'attack', 'after', 'being', 'harassed', 'by', 'a', 'group', 'of', 'white', 'trash', 'people', '<happy>', 'kind', 'words', 'pls']		offensive
9648403_gab	hatespeech	oh so not only a sjw but a nigger lover on top	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]	['nigger', 'lover']		hatespeech
15062922_gab	hatespeech	the worthless nigger shot the trooper in the back several times with a rifle	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['worthless', 'nigger']		hatespeech
1178839158506364929_twitter	normal	<user> it means that they hate gay people but feel uncomfortable admitting so in front of a queer person	[]	['<user>', 'it', 'means', 'that', 'they', 'hate', 'gay', 'people', 'but', 'feel', 'uncomfortable', 'admitting', 'so', 'in', 'front', 'of', 'a', 'queer', 'person']		hatespeech
14557895_gab	hatespeech	ya you really hurt my feelings what you had has a profound effect on me you must be a kike to think like this	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	['kike']		hatespeech
1178514129763487744_twitter	normal	sometimes when im with other queer asians i feel like im the only one who not white and straight also for similar reasons	[]	['sometimes', 'when', 'im', 'with', 'other', 'queer', 'asians', 'i', 'feel', 'like', 'im', 'the', 'only', 'one', 'who', 'not', 'white', 'and', 'straight', 'also', 'for', 'similar', 'reasons']		normal
27471577_gab	hatespeech	brits you should maybe storm the prison britainsbastile except leave the mudslimes in there	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	['mudslimes']		hatespeech
1179105744337211392_twitter	normal	<user> <user> <user> <user> <user> <user> however for ados to now target black immigrants and distance themselves from the african entire damn content has been raped and pillaged struggle be it slavery or colonialism is disingenuous	[]	['<user>', '<user>', '<user>', '<user>', '<user>', '<user>', 'however', 'for', 'ados', 'to', 'now', 'target', 'black', 'immigrants', 'and', 'distance', 'themselves', 'from', 'the', 'african', 'entire', 'damn', 'content', 'has', 'been', 'raped', 'and', 'pillaged', 'struggle', 'be', 'it', 'slavery', 'or', 'colonialism', 'is', 'disingenuous']		hatespeech
1179095288025403392_twitter	normal	<user> <user> <user> <user> as if he afraid of a bunch of frail white boys who say mum instead of mom hahaha	[]	['<user>', '<user>', '<user>', '<user>', 'as', 'if', 'he', 'afraid', 'of', 'a', 'bunch', 'of', 'frail', 'white', 'boys', 'who', 'say', 'mum', 'instead', 'of', 'mom', 'hahaha']		offensive
14095649_gab	hatespeech	if they are seeking asylum from a terrible mussie country why then are they working so hard to turn these gracious countries into the very mussie countries they claim to be fleeing we all know that answer immediately	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['mussie', 'mussie']		hatespeech
